row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_relationship,match_confidence,rationale,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
01030134:IP6,"Wheat bran, Back Cross of Roshan, hydrothermaled, dried",IP6,355.00212,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Hydrothermal treatment is a real process not captured by a ""crude"" (unprocessed) candidate.",,Paul S,16/08/2026,
01030138:PHYTCPPD,"Wheat bran, extruded",PHYTCPPD,3578.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED (processed) vs CRUDE (raw, unprocessed) -- established prep-state mismatch.",,Paul S,16/08/2026,
01030139:PHYTCPPD,"Wheat bran, extruded at 115ºC and 14%H20",PHYTCPPD,1928.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED vs CRUDE -- established prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01030140:PHYTCPPD,"Wheat bran, extruded at 115ºC and 17%H20",PHYTCPPD,1641.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED vs CRUDE -- established prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01030141:PHYTCPPD,"Wheat bran, extruded at 115ºC and 20%H20",PHYTCPPD,1486.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED vs CRUDE -- established prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01030142:PHYTCPPD,"Wheat bran, extruded at 140ºC and 14%H20",PHYTCPPD,2243.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED vs CRUDE -- established prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01030143:PHYTCPPD,"Wheat bran, extruded at 140ºC and 17%H20",PHYTCPPD,1973.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED vs CRUDE -- established prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01030144:PHYTCPPD,"Wheat bran, extruded at 140ºC and 20%H20",PHYTCPPD,1882.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED vs CRUDE -- established prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01030145:PHYTCPPD,"Wheat bran, extruded at 165ºC and 14%H20",PHYTCPPD,2143.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED vs CRUDE -- established prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01030146:PHYTCPPD,"Wheat bran, extruded at 165ºC and 17%H20",PHYTCPPD,2117.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED vs CRUDE -- established prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01030147:PHYTCPPD,"Wheat bran, extruded at 165ºC and 20%H20",PHYTCPPD,1996.0,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"EXTRUDED vs CRUDE -- established prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01030216:IP6,"Wheat flour, whole grain, Pillsbury",IP6,1176.0,"Wheat flour, whole-grain, soft wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Wheat flour, whole-grain, soft wheat",,category_estimate,Paul S,16/08/2026,"Brand not captured, otherwise a reasonable generic match."
01030220:PHYTCPP,"Wheat, Bobwhite, MON 71800 (glyphosate tolerant), raw",PHYTCPP,913.507,"Bread, white wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Raw wheat GRAIN (a specific GM variety) vs BREAD (a baked product) -- wrong product form entirely.,,Paul S,16/08/2026,
01030221:PHYTCPP,"Wheat, Bobwhite, MON 71800 (glyphosate tolerant), raw",PHYTCPP,846.9119999999999,"Bread, white wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Raw wheat GRAIN (a specific GM variety) vs BREAD (a baked product) -- wrong product form entirely.,,Paul S,16/08/2026,
01030226:PHYTCPPD,"Wheat, gluten, raw",PHYTCPPD,313.0,Vital wheat gluten,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,Vital wheat gluten,,category_estimate,Paul S,16/08/2026,"Gluten matches gluten -- reasonable match, ""vital"" just denotes a purified high-protein product."
01030234:PHYT-,"Wheat, whole grain, raw",PHYT-,2130.0,"Buckwheat, whole grain",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"WHEAT vs BUCKWHEAT -- completely different species despite both being ""whole grain"".",,Paul S,16/08/2026,
01030235:PHYTCPP,"Wheat, whole grain, raw",PHYTCPP,638.0,"Buckwheat, whole grain",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"WHEAT vs BUCKWHEAT -- completely different species despite both being ""whole grain"".",,Paul S,16/08/2026,
01030236:PHYTCPP,"Wheat, with gluten, fried",PHYTCPP,266.0,Vital wheat gluten,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"FRIED prep vs a raw/dry gluten product, and ""with gluten"" (a wheat product containing gluten) is a different thing from an isolated gluten product.",,Paul S,16/08/2026,
01030237:PHYTCPP,"Wheat, with gluten, raw",PHYTCPP,134.0,Vital wheat gluten,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"""With gluten"" (a wheat product containing its natural gluten) vs an isolated/extracted gluten protein powder -- different product form.",,Paul S,16/08/2026,
01040001:PHYTCPPI,"Bread, sorghum-based, unleavened",PHYTCPPI,296.0,"Restaurant, Latino, arepa (unleavened cornmeal bread)",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Sorghum-based vs arepa (specifically cornmeal/maize) -- wrong grain.,,Paul S,16/08/2026,
01040001:PPI,"Bread, sorghum-based, unleavened",PPI,82.84,"Restaurant, Latino, arepa (unleavened cornmeal bread)",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Sorghum-based vs arepa (specifically cornmeal/maize) -- wrong grain.,,Paul S,16/08/2026,
01040002:PHYTCPP,"Dough, white sorghum-based, cooked",PHYTCPP,57.07,"Sorghum bran, white, unenriched, dry, raw",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,COOKED DOUGH vs raw BRAN -- wrong prep state and wrong product fraction entirely.,,Paul S,16/08/2026,
01040007:PHYTCPP,"Jowar, raw",PHYTCPP,549.0,"Rowal, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Rowal, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"""Jowar"" is the common name for sorghum; ""Rowal"" is an unrelated candidate name with no evident connection -- likely a spurious low-confidence match.",,Paul S,16/08/2026,
01040027:PHYTCPPI,"Sorghum flour, Dabar, whole grain, dried",PHYTCPPI,251.503,"Sorghum flour, whole-grain",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Sorghum flour, whole-grain",,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic whole-grain sorghum-flour category estimate."
01040044:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, dried",PHYTCPPI,257.176,"Sorghum flour, whole-grain",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Sorghum flour, whole-grain",,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic whole-grain sorghum-flour category estimate."
01040061:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, dried",PHYTCPPI,253.39399999999998,"Sorghum flour, whole-grain",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Sorghum flour, whole-grain",,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic whole-grain sorghum-flour category estimate."
01040064:PHYTCPPI,"Sorghum, boiled",PHYTCPPI,272.0,Sorghum grain,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs raw GRAIN -- prep-state mismatch.,,Paul S,16/08/2026,
01040064:PPI,"Sorghum, boiled",PPI,77.08,Sorghum grain,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs raw GRAIN -- prep-state mismatch.,,Paul S,16/08/2026,
01040067:PHYT-,"Sorghum, grain, white, raw",PHYT-,1930.0,"Sorghum, whole grain, white, dry, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Sorghum, whole grain, white, dry, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Sorghum, whole grain, white, dry, raw",,category_estimate,Paul S,16/08/2026,Clean match.
01040070:PHYTCPPI,"Sorghum, white, steamed",PHYTCPPI,40.0,"Corn, white, steamed (Navajo)",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Sorghum vs CORN -- wrong grain species entirely, coincidental ""white, steamed"" phrase overlap.",,Paul S,16/08/2026,
01040071:PHYTCPPI,"Sorghum, white, steamed, dried",PHYTCPPI,310.0,"Egg, white, dried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Sorghum grain vs actual EGG WHITE -- wrong category entirely, coincidental ""white""/""dried"" word overlap.",,Paul S,16/08/2026,
01040073:IP6,"Sorghum, whole grain, red, raw",IP6,335.327,"Sorghum, whole grain, white, dry, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Sorghum, whole grain, white, dry, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,RED vs WHITE -- direct color/variety contradiction.,,Paul S,16/08/2026,
01040074:IP6,"Sorghum, whole grain, white, raw",IP6,455.718,"Sorghum, whole grain, white, dry, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Sorghum, whole grain, white, dry, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Sorghum, whole grain, white, dry, raw",,category_estimate,Paul S,16/08/2026,Clean match.
01050102:PHYTCPPD,"Foxtail millet, raw, grounded",PHYTCPPD,191.1,"Millet, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Millet, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Millet, raw",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050102:PPD,"Foxtail millet, raw, grounded",PPD,53.69,"Millet, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Millet, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Millet, raw",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050103:PHYTCA,"Foxtail millet, PS-4, dehulled",PHYTCA,1058.85,"Millet, puffed",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Dehulled raw grain vs PUFFED (an extruded snack) -- wrong prep/product form.,,Paul S,16/08/2026,
01050104:PHYTCA,"Foxtail millet, PS-4, dehulled, polished",PHYTCA,172.33,"Millet, puffed",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Same wrong prep/product form mismatch.,,Paul S,16/08/2026,
01050105:PHYTCA,"Foxtail millet, PS-4, whole",PHYTCA,489.24,"Millet, whole grain",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Millet, whole grain",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050106:PHYTCA,"Foxtail millet, raw",PHYTCA,817.554,"Millet, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Millet, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Millet, raw",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050109:PHYTCA,"Foxtail millet, SIA-3126, whole",PHYTCA,895.95,"Millet, whole grain",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Millet, whole grain",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050110:PHYTCPPD,"Indian barnyard millet, raw, grounded",PHYTCPPD,373.5,"Millet, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Millet, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Millet, raw",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050115:PHYTCPPD,"Millet, instant fura flour",PHYTCPPD,416.0,Millet flour,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,Millet flour,,category_estimate,Paul S,16/08/2026,"""Instant fura"" is a flour-based product -- reasonable category match, fermentation/instant-prep detail not captured."
01050116:PHYTCPP,"Millet, raw",PHYTCPP,522.0,"Millet, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Millet, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Millet, raw",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050117:PHYTCPPD,"Millet, raw",PHYTCPPD,237.072,"Millet, raw",sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,"Millet, raw",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050120:PHYTC-,"Millet, whole grain, flakes",PHYTC-,761.4,"Millet, whole grain",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Millet, whole grain",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050121:IP6,"Millet, whole grain, raw",IP6,94.64,"Millet, whole grain",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Millet, whole grain",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050126:PHYTCPPI,"Pearl millet flour, Ashana, dehulled seed, cooked, dried",PHYTCPPI,277.551525,"Millet, cooked",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Source is FLOUR that's been cooked and dried; candidate implies whole grain cooked, not flour -- product-form mismatch.",,Paul S,16/08/2026,
