row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_method,rationale,selected_score,unselected_alternative_score,score_gap,suggested_action,generic_candidates_found,generic_candidates_sample,all_candidates_for_genus_count,all_candidates_for_genus_sample,quick_hint,review_verdict,approved_fdc_food,match_scope,rejection_reason,review_notes
01020052:IP5,"Dumplings, corn-based, boiled in corn leaves",IP5,29.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'Pumpkin leaves, cooked, boiled, drained, with salt') are too textually similar to the source description (0.24 vs 0.55 similarity) to place confidently",0.24,0.55,0.31,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020052:IP6,"Dumplings, corn-based, boiled in corn leaves",IP6,15.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'Pumpkin leaves, cooked, boiled, drained, with salt') are too textually similar to the source description (0.24 vs 0.55 similarity) to place confidently",0.24,0.55,0.31,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020052:IP5_A_IP6,"Dumplings, corn-based, boiled in corn leaves",IP5_A_IP6,44.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'Pumpkin leaves, cooked, boiled, drained, with salt') are too textually similar to the source description (0.24 vs 0.55 similarity) to place confidently",0.24,0.55,0.31,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020053:PHYTCPP,"Dumplings, corn-based, boiled in corn leaves",PHYTCPP,200.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'Pumpkin leaves, cooked, boiled, drained, with salt') are too textually similar to the source description (0.24 vs 0.55 similarity) to place confidently",0.24,0.55,0.31,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020053:IP5,"Dumplings, corn-based, boiled in corn leaves",IP5,34.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'Pumpkin leaves, cooked, boiled, drained, with salt') are too textually similar to the source description (0.24 vs 0.55 similarity) to place confidently",0.24,0.55,0.31,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020053:IP6,"Dumplings, corn-based, boiled in corn leaves",IP6,26.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'Pumpkin leaves, cooked, boiled, drained, with salt') are too textually similar to the source description (0.24 vs 0.55 similarity) to place confidently",0.24,0.55,0.31,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020053:IP5_A_IP6,"Dumplings, corn-based, boiled in corn leaves",IP5_A_IP6,60.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'Pumpkin leaves, cooked, boiled, drained, with salt') are too textually similar to the source description (0.24 vs 0.55 similarity) to place confidently",0.24,0.55,0.31,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
06010019:PHYTCPP,"Arecanut, brown, dried",PHYTCPP,474.0,DRIED BEEF,branded_food,fuzzy,"top two name-search candidates ('DRIED BEEF', 'Gravy, brown, dry') are too textually similar to the source description (0.31 vs 0.62 similarity) to place confidently",0.31,0.62,0.31,OPEN — needs review,0,,0,,,reject,,,Betel/areca nut has no FDC representation; both candidates are word-collision noise.,
01050138:PHYTCPPI,"Pearl millet flour, Ashana, whole seed, cooked, dried",PHYTCPPI,720.0928,Dole Dried Fruit and Nut Co. CHIA MILLED SEEDS,branded_food,fuzzy,"top two name-search candidates ('Dole Dried Fruit and Nut Co. CHIA MILLED SEEDS', 'Egg, whole, cooked, fried') are too textually similar to the source description (0.26 vs 0.56 similarity) to place confidently",0.26,0.56,0.3,OPEN — needs review,0,,0,,,replace,Millet flour,category_estimate,,
03010054:PHYTC-,"Bean, pink, dried",PHYTC-,543.2,DRIED BEEF,branded_food,fuzzy,"top two name-search candidates ('DRIED BEEF', 'Nuts, pine nuts, dried') are too textually similar to the source description (0.37 vs 0.67 similarity) to place confidently",0.37,0.67,0.3,OPEN — needs review,20,"Babyfood, green beans and turkey, strained (sr_legacy_food) | Babyfood, green beans, dices, toddler (sr_legacy_food) | Babyfood, vegetable, green beans and potatoes (sr_legacy_food) | Babyfood, vegetables, green beans, junior (sr_legacy_food) | Babyfood, vegetables, green beans, strained (sr_legacy_food)",30,"""SLAP YA MAMA"" CAJUN RED BEANS & RICE | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC CORN & BLACK BEAN MILD SALSA, CORN & BLACK",,replace,"Beans, pink, mature seeds, raw",category_estimate,,
03020132:PHYTCPP,"Soymilk, powder",PHYTCPP,800.0,"SILK Plain, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Plain, soymilk', 'COCONUT MILK POWDER') are too textually similar to the source description (0.41 vs 0.71 similarity) to place confidently",0.41,0.71,0.3,OPEN — needs review,20,"SILK Chai, soymilk (sr_legacy_food) | SILK Chocolate, soymilk (sr_legacy_food) | SILK Coffee, soymilk (sr_legacy_food) | SILK Light Chocolate, soymilk (sr_legacy_food) | SILK Light Plain, soymilk (sr_legacy_food)",30,"8TH CONTINENT ORIGINAL SOYMILK, ORIGINAL | 8TH CONTINENT SOYMILK | 8TH CONTINENT SOYMILK | 8TH CONTINENT SOYMILK | 8TH CONTINENT SOYMILK SOYMILK | Ahold USA, Inc. NON-DAIRY VANILLA SOYMILK BEVERAGE, VANILLA | Ahold USA, Inc. NON-DAIRY VANILLA SOYMILK BEVERAGE, VANILLA | Ahold USA, Inc. NON-DAIRY VANILLA SOYMILK BEVERAGE, VANILLA",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,"No powdered-soymilk entry; both candidates wrong (liquid soymilk, or wrong food).",
05020005:PHYTCPP,"Apple, green, raw",PHYTCPP,0.64,GREEN APPLE GELATIN,branded_food,fuzzy,"top two name-search candidates ('GREEN APPLE GELATIN', 'Turtle, green, raw') are too textually similar to the source description (0.50 vs 0.80 similarity) to place confidently",0.5,0.8,0.3,OPEN — needs review,20,"APPLEBEE'S, 9 oz house sirloin steak (sr_legacy_food) | APPLEBEE'S, Double Crunch Shrimp (sr_legacy_food) | APPLEBEE'S, KRAFT, Macaroni & Cheese, from kid's menu (sr_legacy_food) | APPLEBEE'S, chicken tenders platter (sr_legacy_food) | APPLEBEE'S, chicken tenders, from kids' menu (sr_legacy_food)",30,"0% MILKFAT SMALL CURD WITH PINEAPPLE COTTAGE CHEESE | 0759107000009 Black Oak Frozen Fully Cooked Sous Vide Applewood Flavored Boneless Pork Loin | 0759107000009 Black Oak Frozen Fully Cooked Sous Vide Applewood Flavored Boneless Pork Loin | 0759107000009 Black Oak Frozen Fully Cooked Sous Vide Applewood Flavored Boneless Pork Loin | 1% MILKFAT WITH PINEAPPLE SMALL CURD COTTAGE CHEESE | 1/2 OF AN ORGANIC PINEAPPLE WITH COCONUT FRUIT JERKY | 108 Stitches, LLC. PREMIUM MILK CHOCOLATE COVERED GUMMI BEARS, STRAWBERRY, LEMON, GREEN APPLE, ORANGE | 108 Stitches, LLC. PREMIUM MILK CHOCOLATE COVERED GUMMI BEARS, STRAWBERRY, LEMON, GREEN APPLE, ORANGE",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",category_estimate,,"'Green, raw' almost certainly means Granny Smith; confirmed dedicated entry exists."
01030158:PHYTCPPD,"Wheat bran, treated with acetic acid (18%) solution",PHYTCPPD,2014.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,fuzzy,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN', 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (0.21 vs 0.50 similarity) to place confidently",0.21,0.5,0.29,OPEN — needs review,5,"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes (sr_legacy_food) | Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran (sr_legacy_food) | Muffins, wheat bran, dry mix (sr_legacy_food) | Muffins, wheat bran, toaster-type with raisins, toasted (sr_legacy_food) | Wheat bran, crude (sr_legacy_food)",30,"Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Associated Wholesale Grocers, Inc. ENRICHED BRAN FLAKES WHOLE GRAIN & WHEAT BRAN FLAKES CEREAL, ENRICHED BRAN FLAKES | Associated Wholesale Grocers, Inc. EXTRA RAISINS RAISINS BRAN WHOLE GRAIN WHEAT & WHEAT BRAN CEREAL WITH RAISINS, EXTRA RAISINS RAISIN BRAN | Associated Wholesale Grocers, Inc. RAISIN BRAN WHEAT BRAN CEREAL WITH RAISINS, RAISIN BRAN",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Wheat bran, crude",category_estimate,,No chemically-treated bran entries exist in FDC (research variable); plain crude bran used as closest available proxy.
01030159:PHYTCPPD,"Wheat bran, treated with acetic acid (20%) solution",PHYTCPPD,1995.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,fuzzy,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN', 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (0.21 vs 0.50 similarity) to place confidently",0.21,0.5,0.29,OPEN — needs review,5,"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes (sr_legacy_food) | Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran (sr_legacy_food) | Muffins, wheat bran, dry mix (sr_legacy_food) | Muffins, wheat bran, toaster-type with raisins, toasted (sr_legacy_food) | Wheat bran, crude (sr_legacy_food)",30,"Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Associated Wholesale Grocers, Inc. ENRICHED BRAN FLAKES WHOLE GRAIN & WHEAT BRAN FLAKES CEREAL, ENRICHED BRAN FLAKES | Associated Wholesale Grocers, Inc. EXTRA RAISINS RAISINS BRAN WHOLE GRAIN WHEAT & WHEAT BRAN CEREAL WITH RAISINS, EXTRA RAISINS RAISIN BRAN | Associated Wholesale Grocers, Inc. RAISIN BRAN WHEAT BRAN CEREAL WITH RAISINS, RAISIN BRAN",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Wheat bran, crude",category_estimate,,No chemically-treated bran entries exist in FDC (research variable); plain crude bran used as closest available proxy.
01030160:PHYTCPPD,"Wheat bran, treated with acetic acid (22%) solution",PHYTCPPD,1900.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,fuzzy,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN', 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (0.21 vs 0.50 similarity) to place confidently",0.21,0.5,0.29,OPEN — needs review,5,"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes (sr_legacy_food) | Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran (sr_legacy_food) | Muffins, wheat bran, dry mix (sr_legacy_food) | Muffins, wheat bran, toaster-type with raisins, toasted (sr_legacy_food) | Wheat bran, crude (sr_legacy_food)",30,"Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Ahold USA, Inc. WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN | Associated Wholesale Grocers, Inc. ENRICHED BRAN FLAKES WHOLE GRAIN & WHEAT BRAN FLAKES CEREAL, ENRICHED BRAN FLAKES | Associated Wholesale Grocers, Inc. EXTRA RAISINS RAISINS BRAN WHOLE GRAIN WHEAT & WHEAT BRAN CEREAL WITH RAISINS, EXTRA RAISINS RAISIN BRAN | Associated Wholesale Grocers, Inc. RAISIN BRAN WHEAT BRAN CEREAL WITH RAISINS, RAISIN BRAN",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Wheat bran, crude",category_estimate,,No chemically-treated bran entries exist in FDC (research variable); plain crude bran used as closest available proxy.
